Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,G_by_Sh,G_by_SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,xA,A-xAG,KP,LastThird,PPA,CrsPA,Prog,SCA,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl_plus_Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,Mn_by_MP,Mn_by_Start,Compl,Subs,Mn_by_Sub,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost,Cmp,Start_Year
Alba Aznar,,"MF,FW",Alavés,29-097,1993.0,2,0,44,0,0,0,0,0,0,0,0.0,0.0,0.1,f7f6c62c,aa11fb42,1.0,1.0,0.0,0.0,25.9,0.0,0.04,0.0,0.0,15,19.0,267.0,99.0,0.2,-0.1,1.0,2.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,31.0,0.0,6.0,15.0,10.0,6.0,31.0,0.0,2.0,2.0,2.0,19.0,2.0,22.0,,0,2,22.0,,0.0,1.0,4.0,-3.0,-4.23,2.3,1.5,0.8,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,2012.0
Rinsola Babajide,eng ENG,"FW,MF",Real Betis,24-174,1998.0,11,10,841,3,1,3,0,0,4,0,0.7,0.7,0.6,ca9f6f0a,74142337,19.0,11.0,0.16,0.27,22.8,0.0,0.04,2.3,2.3,126,188.0,2052.0,323.0,0.5,0.4,10.0,9.0,2.0,1.0,10.0,20.0,13.0,0.0,3.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,16.0,11.0,1.0,14.0,1.0,3.0,6.0,3.0,5.0,2.0,3.0,4.0,20.0,6.0,0.0,323.0,8.0,31.0,154.0,142.0,26.0,323.0,12.0,30.0,41.0,30.0,209.0,51.0,76.0,80.0,3,1,45.0,,0.91,13.0,23.0,-10.0,0.74,5.9,21.2,-15.3,-0.1,0,16.0,16.0,2.0,18.0,11.0,0.0,0.0,1,43.0,2.0,24.0,0.0,2019.0
Doris Bačić,hr CRO,GK,Levante Planas,27-288,1995.0,10,10,900,0,0,0,0,0,0,0,0.0,0.0,0.0,ae754f28,753b93a5,0.0,0.0,,,,0.0,,0.0,0.0,223,332.0,6180.0,4658.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,372.0,361.0,371.0,1.0,0.0,0.0,372.0,0.0,0.0,1.0,0.0,102.0,0.0,90.0,90.0,10,0,,,0.8,11.0,24.0,-13.0,1.7,9.5,18.0,-8.5,2.12,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,8.0,0.0,0.0,0.0,2018.0
Linda Bakker,nl NED,FW,Valencia,29-298,1993.0,2,2,117,1,0,1,0,0,0,0,0.3,0.3,0.7,9a13ac27,f96ff499,2.0,1.0,0.5,1.0,17.2,0.0,0.15,0.7,0.7,13,18.0,228.0,91.0,0.3,-0.7,1.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,27.0,0.0,1.0,16.0,10.0,3.0,27.0,0.0,0.0,0.0,2.0,15.0,2.0,59.0,59.0,0,0,,6.0,1.5,3.0,0.0,3.0,2.31,2.5,0.6,2.0,1.54,0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0,3.0,0.0,1.0,0.0,2021.0
Patrycja Balcerzak,pl POL,"MF,DF",Sporting Huelva,28-341,1994.0,9,7,645,1,0,1,0,0,2,0,0.2,0.2,0.1,8d9be8cd,27acb0af,3.0,2.0,0.33,0.5,23.1,0.0,0.08,0.8,0.8,103,181.0,2056.0,974.0,0.0,-0.1,2.0,12.0,0.0,0.0,13.0,7.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,5.0,6.0,1.0,4.0,10.0,6.0,7.0,2.0,5.0,5.0,17.0,15.0,0.0,244.0,23.0,76.0,143.0,27.0,2.0,244.0,0.0,2.0,7.0,2.0,86.0,6.0,72.0,86.0,6,2,22.0,2.0,1.22,6.0,15.0,-9.0,-0.73,4.5,13.0,-8.5,-0.21,0,17.0,6.0,0.0,0.0,6.0,0.0,0.0,0,47.0,12.0,8.0,0.0,2021.0
Laia Ballesté,,"DF,FW",Sporting Huelva,23-077,1999.0,6,5,450,1,0,1,0,0,0,0,0.2,0.2,0.2,4769f6f1,27acb0af,1.0,1.0,1.0,1.0,7.5,0.0,0.24,0.8,0.8,62,123.0,1580.0,991.0,0.1,-0.2,2.0,7.0,1.0,0.0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,6.0,1.0,0.0,5.0,11.0,6.0,5.0,2.0,3.0,4.0,11.0,12.0,0.0,158.0,22.0,94.0,61.0,5.0,1.0,158.0,0.0,0.0,3.0,1.0,49.0,0.0,75.0,81.0,4,1,45.0,5.0,0.67,5.0,15.0,-10.0,-1.83,3.6,13.0,-9.4,-1.42,0,5.0,2.0,0.0,3.0,5.0,0.0,0.0,0,21.0,2.0,2.0,0.0,2020.0
Estefanía Banini,ar ARG,"MF,FW",Atlético Madrid,32-170,1990.0,11,7,589,1,1,1,0,0,0,0,1.1,1.1,1.8,109f5c4c,b56c2667,13.0,7.0,0.08,0.14,19.6,1.0,0.08,-0.1,-0.1,315,388.0,5077.0,1528.0,0.5,-0.8,11.0,40.0,14.0,2.0,35.0,19.0,16.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,9.0,3.0,0.0,444.0,3.0,49.0,234.0,164.0,12.0,444.0,13.0,18.0,9.0,11.0,323.0,23.0,54.0,70.0,2,4,24.0,,2.09,12.0,7.0,5.0,0.09,13.8,4.9,8.9,1.02,0,1.0,4.0,1.0,22.0,5.0,0.0,0.0,0,48.0,1.0,2.0,0.0,2019.0
Leire Baños,es ESP,MF,Levante,26-009,1996.0,11,11,963,0,0,0,0,0,2,0,0.5,0.5,0.7,3d077d16,0f4738a8,14.0,4.0,0.0,0.0,25.1,0.0,0.04,-0.5,-0.5,477,588.0,9044.0,2418.0,1.1,-0.7,3.0,42.0,7.0,0.0,33.0,18.0,16.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,2.0,13.0,3.0,9.0,10.0,1.0,11.0,1.0,10.0,15.0,33.0,10.0,0.0,693.0,22.0,175.0,439.0,81.0,5.0,693.0,3.0,3.0,19.0,8.0,456.0,14.0,88.0,88.0,9,0,,,2.09,29.0,14.0,15.0,-1.93,23.2,9.1,14.1,-0.61,0,12.0,5.0,0.0,7.0,9.0,0.0,0.0,0,70.0,12.0,12.0,0.0,2019.0
Ainize Barea Núñez,es ESP,"FW,MF",Athletic Club,30-317,1992.0,11,7,650,2,0,2,0,0,0,0,1.5,1.5,0.6,08137080,94929c05,15.0,8.0,0.13,0.25,20.7,0.0,0.1,0.5,0.5,99,149.0,1458.0,178.0,0.5,-0.6,9.0,4.0,5.0,3.0,4.0,13.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,6.0,3.0,0.0,219.0,4.0,20.0,80.0,121.0,19.0,219.0,2.0,8.0,28.0,10.0,147.0,29.0,59.0,77.0,2,4,28.0,,1.18,13.0,10.0,3.0,2.27,9.0,7.9,1.0,1.36,0,3.0,3.0,0.0,14.0,1.0,0.0,0.0,0,26.0,2.0,10.0,0.0,2021.0
Beatriz Beltrán,,DF,Valencia,24-363,1997.0,9,8,704,0,0,0,0,0,0,0,0.3,0.3,0.9,46f6d3ed,f96ff499,8.0,4.0,0.0,0.0,28.7,3.0,0.04,-0.3,-0.3,251,436.0,4529.0,2893.0,0.6,-0.9,13.0,26.0,0.0,0.0,21.0,22.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,15.0,3.0,2.0,4.0,7.0,3.0,12.0,0.0,12.0,19.0,39.0,13.0,0.0,525.0,31.0,220.0,204.0,111.0,5.0,525.0,3.0,13.0,12.0,5.0,197.0,10.0,78.0,85.0,5,1,25.0,,1.67,10.0,6.0,4.0,0.83,10.6,7.5,3.1,0.75,0,3.0,7.0,0.0,25.0,11.0,0.0,0.0,0,44.0,4.0,4.0,0.0,2018.0
Vicky Benítez,,"DF,MF",Real Betis,22-090,2000.0,7,2,259,0,0,0,0,0,0,0,0.6,0.6,0.0,7b839abb,74142337,3.0,0.0,0.0,,10.3,0.0,0.2,-0.6,-0.6,59,92.0,1233.0,642.0,0.2,0.0,2.0,8.0,4.0,2.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,8.0,3.0,0.0,10.0,10.0,0.0,5.0,3.0,2.0,3.0,14.0,3.0,0.0,124.0,15.0,65.0,42.0,17.0,3.0,124.0,2.0,3.0,1.0,1.0,48.0,2.0,37.0,68.0,1,5,25.0,3.0,0.86,4.0,8.0,-4.0,-0.28,3.1,7.0,-3.9,0.35,0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0,14.0,3.0,4.0,0.0,2020.0
Alejandra Bernabe,es ESP,DF,Real Sociedad,21-026,2001.0,10,10,807,0,1,0,0,0,1,0,0.3,0.3,0.8,daeee8a9,c21f25d3,5.0,4.0,0.0,0.0,16.1,0.0,0.07,-0.3,-0.3,419,538.0,6261.0,2258.0,1.1,0.2,14.0,18.0,10.0,3.0,32.0,30.0,22.0,3.0,4.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,5.0,7.0,2.0,5.0,9.0,4.0,9.0,1.0,8.0,14.0,28.0,7.0,0.0,643.0,13.0,171.0,269.0,208.0,20.0,643.0,17.0,38.0,28.0,16.0,353.0,44.0,81.0,81.0,5,0,,,1.9,17.0,8.0,9.0,0.51,14.3,8.2,6.1,-0.17,0,9.0,15.0,2.0,21.0,9.0,0.0,0.0,0,84.0,8.0,6.0,0.0,2019.0
Claudia Blanco,,"FW,DF",UDG Tenerife,25-272,1997.0,9,6,505,0,0,0,0,0,3,0,0.1,0.1,0.1,38807c65,4c088abe,4.0,2.0,0.0,0.0,34.4,0.0,0.02,-0.1,-0.1,114,183.0,2163.0,1120.0,0.2,-0.1,3.0,11.0,4.0,3.0,9.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,8.0,5.0,0.0,5.0,8.0,3.0,11.0,2.0,9.0,3.0,16.0,8.0,0.0,245.0,14.0,73.0,109.0,66.0,2.0,245.0,3.0,8.0,5.0,7.0,104.0,11.0,56.0,70.0,1,3,29.0,1.0,1.33,5.0,6.0,-1.0,0.28,4.9,6.6,-1.7,-0.47,0,6.0,7.0,0.0,12.0,7.0,0.0,1.0,0,33.0,3.0,8.0,0.0,2019.0
Laura Blasco,,DF,Sporting Huelva,19-354,2002.0,1,0,45,0,0,0,0,0,0,0,0.0,0.0,0.0,784375f4,27acb0af,0.0,0.0,,,,0.0,,0.0,0.0,10,15.0,146.0,66.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,3.0,10.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,0.0,45.0,,0,1,45.0,5.0,0.0,0.0,4.0,-4.0,-7.33,0.0,3.2,-3.2,-5.51,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,2019.0
Jassina Blom,be BEL,"FW,MF",UDG Tenerife,28-096,1994.0,9,7,522,3,0,3,0,0,1,0,2.0,2.0,0.1,c87ba39a,4c088abe,19.0,11.0,0.16,0.27,17.1,0.0,0.1,1.0,1.0,57,109.0,898.0,231.0,0.5,-0.1,2.0,8.0,4.0,0.0,8.0,9.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,0.0,182.0,2.0,12.0,75.0,98.0,24.0,182.0,4.0,10.0,22.0,6.0,116.0,21.0,58.0,69.0,2,2,19.0,,1.33,6.0,7.0,-1.0,0.3,5.3,5.2,0.0,0.24,0,6.0,8.0,3.0,6.0,2.0,0.0,0.0,0,19.0,8.0,16.0,0.0,2021.0
Jade Boho,gq EQG,FW,Alhama,36-100,1986.0,10,9,850,3,0,3,0,0,1,0,1.8,1.8,0.4,2b721e60,e9fecaf2,24.0,9.0,0.13,0.33,17.8,1.0,0.08,1.2,1.2,135,234.0,2196.0,382.0,0.7,-0.4,6.0,10.0,5.0,2.0,11.0,21.0,15.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,7.0,3.0,4.0,2.0,9.0,5.0,0.0,326.0,10.0,19.0,152.0,156.0,40.0,326.0,2.0,5.0,32.0,13.0,218.0,50.0,85.0,89.0,8,1,45.0,,0.0,4.0,17.0,-13.0,1.19,7.0,13.2,-6.2,0.83,0,13.0,10.0,16.0,21.0,3.0,0.0,0.0,0,22.0,32.0,33.0,0.0,2020.0
Aitana Bonmatí,es ESP,MF,Barcelona,24-324,1998.0,7,5,461,1,0,1,0,0,1,0,1.0,1.0,0.9,f3d165f5,15f49df1,11.0,3.0,0.09,0.33,16.7,0.0,0.09,0.0,0.0,245,295.0,3902.0,828.0,0.7,-0.9,7.0,19.0,8.0,1.0,18.0,17.0,14.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,0.0,3.0,1.0,9.0,2.0,0.0,344.0,11.0,63.0,171.0,113.0,25.0,344.0,5.0,14.0,13.0,11.0,273.0,29.0,66.0,81.0,4,2,28.0,,3.0,20.0,3.0,17.0,-0.76,14.5,4.3,10.1,-0.78,0,4.0,3.0,1.0,6.0,5.0,0.0,0.0,0,34.0,2.0,3.0,0.0,2018.0
Florencia Bonsegundo,ar ARG,"MF,FW",Madrid CFF,29-147,1993.0,11,9,834,3,0,3,0,0,0,0,2.3,2.3,0.7,6965bcd4,89818574,22.0,9.0,0.14,0.33,21.0,0.0,0.1,0.7,0.7,231,392.0,4265.0,1564.0,0.7,-0.7,12.0,26.0,8.0,3.0,24.0,28.0,14.0,8.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,15.0,7.0,18.0,2.0,7.0,16.0,9.0,13.0,0.0,13.0,12.0,39.0,9.0,0.0,530.0,14.0,122.0,252.0,160.0,23.0,530.0,7.0,17.0,34.0,14.0,297.0,25.0,76.0,83.0,5,2,45.0,,2.0,18.0,13.0,5.0,-0.61,13.2,10.4,2.8,-1.39,0,12.0,15.0,2.0,39.0,15.0,0.0,0.0,0,74.0,2.0,11.0,0.0,2018.0
Berta Bou,,DF,Levante Planas,23-185,1999.0,9,9,638,0,0,0,0,0,5,0,0.7,0.7,0.0,a200616d,753b93a5,4.0,2.0,0.0,0.0,8.0,0.0,0.19,-0.7,-0.7,143,219.0,3008.0,1700.0,0.2,0.0,1.0,11.0,1.0,0.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,11.0,9.0,0.0,10.0,16.0,6.0,10.0,7.0,3.0,19.0,39.0,32.0,0.0,307.0,63.0,229.0,73.0,6.0,4.0,307.0,1.0,2.0,4.0,3.0,129.0,1.0,71.0,71.0,2,0,,2.0,0.89,6.0,17.0,-11.0,-0.27,6.4,13.6,-7.2,0.06,0,5.0,4.0,1.0,0.0,13.0,0.0,0.0,0,34.0,4.0,7.0,0.0,2020.0
Lucy Bronze,eng ENG,DF,Barcelona,31-041,1991.0,8,6,560,2,0,2,0,0,0,0,0.5,0.5,0.5,5056c581,15f49df1,9.0,3.0,0.22,0.67,15.7,0.0,0.05,1.5,1.5,426,531.0,6558.0,2494.0,1.1,-0.5,3.0,38.0,7.0,3.0,30.0,18.0,13.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0,8.0,11.0,4.0,5.0,6.0,1.0,4.0,1.0,3.0,7.0,30.0,8.0,0.0,603.0,24.0,153.0,301.0,152.0,18.0,603.0,3.0,9.0,8.0,11.0,345.0,16.0,70.0,86.0,4,2,23.0,2.0,3.0,24.0,2.0,22.0,-0.44,16.7,3.4,13.3,-0.6,0,7.0,7.0,3.0,9.0,19.0,0.0,0.0,0,43.0,19.0,2.0,0.0,2021.0
Nayluisa Cáceres,ve VEN,GK,UDG Tenerife,23-020,1999.0,5,5,450,0,0,0,0,0,2,0,0.0,0.0,0.0,f262e54f,4c088abe,0.0,0.0,,,,0.0,,0.0,0.0,112,189.0,3002.0,1962.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,199.0,170.0,198.0,1.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,65.0,0.0,90.0,90.0,5,0,,5.0,0.8,3.0,7.0,-4.0,-1.0,4.0,4.4,-0.3,0.07,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,2019.0
Klára Cahynová,cz CZE,MF,Sevilla,28-353,1993.0,7,6,503,0,0,0,0,0,2,1,0.1,0.1,0.3,047111da,215d9026,1.0,0.0,0.0,,11.9,0.0,0.09,-0.1,-0.1,138,179.0,2470.0,822.0,0.4,-0.3,4.0,13.0,5.0,0.0,21.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,8.0,13.0,4.0,14.0,19.0,5.0,10.0,1.0,9.0,7.0,32.0,10.0,0.0,254.0,11.0,70.0,146.0,40.0,5.0,254.0,3.0,6.0,17.0,11.0,127.0,6.0,72.0,79.0,2,1,27.0,,1.14,8.0,5.0,3.0,1.28,8.8,5.6,3.2,0.54,1,8.0,9.0,1.0,1.0,15.0,0.0,0.0,0,39.0,14.0,7.0,0.0,2018.0
Mariona Caldentey,es ESP,"FW,MF",Barcelona,26-264,1996.0,7,4,506,3,4,3,0,1,1,0,1.4,0.6,2.6,59da315a,15f49df1,12.0,6.0,0.25,0.5,22.6,1.0,0.05,1.6,2.4,284,357.0,4308.0,1168.0,1.9,1.4,14.0,29.0,12.0,1.0,35.0,34.0,28.0,2.0,1.0,1.0,2.0,0.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,7.0,3.0,0.0,422.0,0.0,47.0,185.0,193.0,20.0,421.0,5.0,13.0,19.0,12.0,348.0,42.0,72.0,86.0,3,3,54.0,1.0,3.0,23.0,2.0,21.0,0.02,15.4,2.6,12.8,-0.25,0,3.0,12.0,1.0,10.0,2.0,0.0,0.0,0,33.0,1.0,1.0,0.0,2020.0
Nagore Calderón,es ESP,MF,Sevilla,29-189,1993.0,11,7,643,0,1,0,0,0,1,0,0.4,0.4,0.4,8e0e1589,215d9026,5.0,1.0,0.0,0.0,25.6,0.0,0.09,-0.4,-0.4,180,236.0,3381.0,1303.0,0.2,0.6,4.0,17.0,2.0,1.0,20.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,7.0,8.0,3.0,8.0,14.0,6.0,8.0,1.0,7.0,7.0,25.0,2.0,0.0,283.0,9.0,86.0,157.0,45.0,1.0,283.0,1.0,4.0,4.0,3.0,155.0,7.0,58.0,85.0,3,4,12.0,,1.09,15.0,12.0,3.0,1.46,10.7,7.5,3.2,0.41,0,6.0,9.0,0.0,7.0,11.0,0.0,0.0,0,53.0,2.0,0.0,0.0,2018.0
Viola Calligaris,ch SUI,DF,Levante,26-266,1996.0,9,7,623,0,1,0,0,0,2,0,0.5,0.5,1.2,bf12363c,0f4738a8,3.0,2.0,0.0,0.0,10.4,0.0,0.15,-0.5,-0.5,335,402.0,6835.0,2691.0,0.5,-0.2,9.0,25.0,5.0,3.0,17.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,9.0,5.0,4.0,10.0,15.0,19.0,0.0,457.0,46.0,233.0,192.0,33.0,5.0,457.0,6.0,8.0,5.0,3.0,291.0,4.0,69.0,84.0,4,2,18.0,2.0,2.11,20.0,6.0,14.0,1.53,15.3,5.1,10.3,0.41,0,9.0,7.0,2.0,6.0,3.0,0.0,0.0,0,45.0,9.0,5.0,0.0,2021.0
Ainoa Campo,,MF,Villarreal,26-174,1996.0,11,11,926,0,2,0,0,0,1,0,1.3,1.3,0.7,93aa95a3,7a7bef84,18.0,5.0,0.0,0.0,24.8,0.0,0.07,-1.3,-1.3,230,383.0,4048.0,1919.0,1.4,1.3,7.0,48.0,5.0,1.0,42.0,23.0,14.0,0.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,49.0,32.0,9.0,26.0,14.0,8.0,25.0,17.0,18.0,1.0,17.0,14.0,63.0,9.0,1.0,526.0,14.0,127.0,290.0,116.0,11.0,526.0,5.0,11.0,20.0,8.0,246.0,17.0,84.0,84.0,7,0,,,0.91,10.0,24.0,-14.0,4.26,9.7,16.3,-6.6,0.24,0,12.0,13.0,1.0,8.0,32.0,0.0,0.0,0,83.0,15.0,14.0,0.0,2020.0
Alba Caño,,MF,Barcelona,19-069,2003.0,1,0,45,0,0,0,0,0,0,0,0.0,0.0,0.0,607dd291,15f49df1,1.0,1.0,0.0,0.0,21.9,0.0,0.03,0.0,0.0,28,32.0,421.0,45.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,0.0,1.0,21.0,14.0,1.0,35.0,0.0,0.0,2.0,1.0,27.0,4.0,45.0,,0,1,45.0,1.0,3.0,1.0,0.0,1.0,-1.81,0.9,0.0,0.9,-0.71,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,2023.0
Judith Caravaca,,DF,Alhama,25-217,1997.0,10,10,873,0,0,0,0,0,5,0,0.1,0.1,0.0,def5954e,e9fecaf2,1.0,0.0,0.0,,11.5,0.0,0.07,-0.1,-0.1,132,242.0,3003.0,1429.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,22.0,26.0,2.0,0.0,13.0,17.0,4.0,11.0,6.0,5.0,14.0,42.0,46.0,0.0,347.0,67.0,260.0,82.0,11.0,4.0,347.0,0.0,1.0,3.0,1.0,94.0,0.0,87.0,87.0,8,0,,,0.3,4.0,17.0,-13.0,1.74,7.0,13.0,-6.0,1.31,0,6.0,1.0,2.0,0.0,22.0,0.0,0.0,0,56.0,10.0,2.0,0.0,2020.0
Carmen Carbonell,,GK,Villarreal,23-133,1999.0,2,1,100,0,0,0,0,0,0,0,0.0,0.0,0.0,2f77f07e,7a7bef84,0.0,0.0,,,,0.0,,0.0,0.0,14,30.0,534.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,28.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,7.0,0.0,50.0,90.0,1,1,10.0,9.0,1.5,1.0,0.0,1.0,2.82,1.1,0.7,0.4,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,2020.0
Estela Carbonell,es ESP,DF,Levante,18-051,2004.0,5,4,261,0,0,0,0,0,0,0,0.0,0.0,0.0,80df9863,0f4738a8,4.0,2.0,0.0,0.0,19.3,0.0,0.01,0.0,0.0,128,186.0,2121.0,1033.0,0.2,0.0,1.0,1.0,9.0,1.0,14.0,11.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,5.0,1.0,1.0,2.0,1.0,5.0,0.0,5.0,7.0,15.0,2.0,0.0,228.0,1.0,38.0,94.0,99.0,4.0,228.0,4.0,8.0,6.0,8.0,116.0,19.0,52.0,63.0,0,1,8.0,6.0,2.0,4.0,5.0,-1.0,-2.44,4.6,2.3,2.4,-0.7,0,3.0,3.0,1.0,15.0,4.0,1.0,0.0,0,23.0,4.0,1.0,0.0,2021.0
