Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,G_by_Sh,G_by_SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,xA,A-xAG,KP,LastThird,PPA,CrsPA,Prog,SCA,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl_plus_Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,Mn_by_MP,Mn_by_Start,Compl,Subs,Mn_by_Sub,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost,Cmp,Start_Year
Laura Sieger,de GER,GK,SV Meppen,22-293,2000.0,9,9,810,0,1,0,0,0,0,0,0.0,0.0,0.1,90177ab1,4ed1418c,0.0,0.0,,,,0.0,,0.0,0.0,0,441.0,8257.0,4484.0,0.0,0.9,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,469.0,416.0,467.0,2.0,0.0,0.0,469.0,0.0,0.0,0.0,0.0,207.0,0.0,90.0,90.0,3,0,,6.0,0.0,1.0,5.0,-4.0,-0.83,3.6,3.6,0.0,0.27,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,19.0,7.0,0.0,349.0,2021.0
Caroline Siems,de GER,"DF,FW",Leverkusen,23-213,1999.0,7,6,550,3,0,3,0,0,1,0,0.6,0.6,0.3,aa747108,c6d4860a,5.0,4.0,0.6,0.75,16.4,0.0,0.12,2.4,2.4,0,347.0,4062.0,1840.0,1.1,-0.3,3.0,19.0,1.0,1.0,17.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,3.0,0.0,5.0,5.0,0.0,6.0,3.0,3.0,4.0,11.0,6.0,0.0,399.0,11.0,113.0,183.0,106.0,6.0,399.0,5.0,7.0,11.0,7.0,230.0,27.0,78.0,77.0,3,1,82.0,3.0,1.17,6.0,8.0,-2.0,1.19,2.9,10.1,-7.1,0.3,0,2.0,5.0,0.0,11.0,5.0,0.0,0.0,0,43.0,3.0,3.0,252.0,2021.0
Carolin Simon,de GER,DF,Bayern Munich,30-014,1992.0,7,7,623,0,4,0,0,0,3,0,0.2,0.2,2.6,aaf0780f,51ec22be,6.0,2.0,0.0,0.0,26.5,3.0,0.03,-0.2,-0.2,0,500.0,7351.0,2806.0,1.8,1.4,18.0,22.0,13.0,6.0,26.0,27.0,15.0,11.0,0.0,1.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,23.0,15.0,7.0,12.0,4.0,13.0,15.0,2.0,9.0,3.0,6.0,16.0,39.0,11.0,0.0,569.0,15.0,164.0,261.0,148.0,8.0,569.0,4.0,4.0,6.0,4.0,304.0,22.0,,,0,0,,1.0,,,,,,,,,,0,7.0,3.0,5.0,33.0,15.0,0.0,0.0,0,53.0,9.0,1.0,395.0,2018.0
Teninsoun Sissoko,fr FRA,DF,Turbine Potsdam,30-097,1992.0,1,1,41,0,0,0,0,0,0,0,0.0,0.0,0.0,84bb63a4,de550500,0.0,0.0,,,,0.0,,0.0,0.0,0,17.0,286.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,18.0,4.0,12.0,5.0,1.0,0.0,18.0,0.0,0.0,0.0,1.0,11.0,0.0,88.0,88.0,7,0,,1.0,2.13,16.0,11.0,5.0,-1.08,11.8,6.5,5.3,-1.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,15.0,2021.0
Georgia Stanway,eng ENG,MF,Bayern Munich,23-339,1999.0,8,8,671,0,1,0,0,0,5,0,1.4,1.4,1.1,89c43b54,51ec22be,18.0,5.0,0.0,0.0,23.0,0.0,0.08,-1.4,-1.4,0,489.0,7890.0,2081.0,0.6,-0.1,16.0,55.0,11.0,1.0,48.0,34.0,28.0,0.0,3.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,6.0,4.0,5.0,8.0,12.0,4.0,9.0,3.0,6.0,10.0,25.0,2.0,0.0,567.0,6.0,108.0,323.0,144.0,17.0,567.0,11.0,20.0,15.0,14.0,425.0,22.0,90.0,90.0,9,0,,0.0,2.44,24.0,3.0,21.0,,18.5,4.9,13.6,,0,15.0,9.0,0.0,6.0,12.0,0.0,0.0,0,60.0,3.0,1.0,408.0,2021.0
Jenske Steenwijk,nl NED,"FW,MF",SV Meppen,18-030,2004.0,4,0,48,0,0,0,0,0,0,0,0.0,0.0,0.0,cfd1bd72,4ed1418c,1.0,0.0,0.0,,34.6,0.0,0.01,0.0,0.0,0,22.0,251.0,131.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,4.0,6.0,2.0,1.0,0.0,1.0,2.0,6.0,2.0,0.0,31.0,1.0,14.0,13.0,4.0,0.0,31.0,0.0,0.0,0.0,1.0,11.0,0.0,69.0,75.0,5,1,23.0,0.0,0.78,7.0,17.0,-10.0,2.38,7.4,10.1,-2.7,0.51,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0,7.0,0.0,0.0,11.0,2024.0
Greta Stegemann,de GER,DF,Freiburg,21-299,2001.0,8,8,720,0,0,0,0,0,2,0,1.0,1.0,0.7,45c1817c,b4de690d,3.0,1.0,0.0,0.0,10.5,0.0,0.33,-1.0,-1.0,0,461.0,8134.0,2560.0,0.4,-0.7,3.0,19.0,2.0,1.0,17.0,10.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,8.0,6.0,3.0,7.0,15.0,8.0,17.0,8.0,9.0,22.0,39.0,21.0,1.0,547.0,67.0,351.0,175.0,22.0,6.0,547.0,3.0,4.0,5.0,1.0,314.0,2.0,71.0,88.0,4,2,29.0,0.0,0.57,5.0,17.0,-12.0,-0.47,7.0,10.9,-3.9,-0.5,0,6.0,6.0,0.0,2.0,11.0,0.0,1.0,0,59.0,3.0,5.0,377.0,2018.0
Judith Steinert,de GER,DF,Freiburg,27-074,1995.0,9,3,381,1,0,1,0,0,1,0,0.5,0.5,0.2,b34e600e,b4de690d,3.0,3.0,0.33,0.33,8.0,0.0,0.16,0.5,0.5,0,184.0,1911.0,1069.0,0.3,-0.2,3.0,15.0,1.0,0.0,18.0,8.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,7.0,2.0,2.0,5.0,9.0,4.0,11.0,1.0,10.0,9.0,20.0,18.0,0.0,239.0,17.0,104.0,94.0,46.0,6.0,239.0,0.0,5.0,4.0,1.0,96.0,7.0,90.0,90.0,2,0,,0.0,0.0,2.0,7.0,-5.0,-0.36,1.2,3.6,-2.4,0.56,0,3.0,3.0,1.0,3.0,9.0,0.0,0.0,0,23.0,4.0,6.0,112.0,2021.0
Maja Sternad,de GER,FW,Werder Bremen,18-345,2003.0,9,9,664,0,0,0,0,0,1,0,1.7,1.7,0.5,03224c76,7adbf480,14.0,4.0,0.0,0.0,11.8,0.0,0.12,-1.7,-1.7,0,126.0,1115.0,261.0,0.6,-0.5,5.0,6.0,6.0,3.0,11.0,19.0,9.0,0.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0,2.0,2.0,3.0,4.0,8.0,4.0,8.0,0.0,8.0,0.0,7.0,1.0,0.0,227.0,1.0,10.0,92.0,128.0,31.0,227.0,4.0,17.0,38.0,18.0,144.0,41.0,89.0,89.0,8,0,,0.0,1.33,7.0,9.0,-2.0,-15.22,6.9,12.9,-6.1,-5.68,0,18.0,9.0,6.0,13.0,5.0,1.0,0.0,0,21.0,11.0,17.0,68.0,2021.0
Beke Sterner,de GER,DF,Essen,19-289,2003.0,9,9,810,0,2,0,0,0,0,0,0.3,0.3,1.3,b8894d39,becc1dd0,4.0,1.0,0.0,0.0,11.3,0.0,0.08,-0.3,-0.3,0,443.0,4425.0,2684.0,0.4,0.7,5.0,18.0,7.0,5.0,14.0,13.0,7.0,2.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,16.0,12.0,9.0,6.0,1.0,9.0,12.0,3.0,17.0,6.0,11.0,12.0,28.0,8.0,0.0,516.0,16.0,185.0,220.0,119.0,8.0,516.0,6.0,10.0,6.0,10.0,202.0,7.0,71.0,85.0,5,2,24.0,0.0,3.0,26.0,4.0,22.0,0.41,17.5,4.1,13.4,-0.28,0,7.0,15.0,0.0,22.0,12.0,0.0,0.0,0,59.0,13.0,15.0,247.0,2021.0
Samantha Steuerwald,de GER,DF,Freiburg,24-058,1998.0,8,8,620,0,0,0,0,0,0,0,0.5,0.5,0.1,444e3ae7,b4de690d,9.0,1.0,0.0,0.0,14.5,0.0,0.06,-0.5,-0.5,0,418.0,7379.0,2938.0,0.2,-0.1,2.0,27.0,3.0,1.0,27.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,13.0,10.0,0.0,12.0,14.0,2.0,9.0,5.0,4.0,14.0,37.0,20.0,2.0,497.0,48.0,284.0,196.0,18.0,6.0,497.0,5.0,6.0,6.0,3.0,300.0,2.0,,,0,0,,5.0,,,,,,,,,,0,11.0,3.0,0.0,1.0,16.0,0.0,0.0,0,67.0,9.0,7.0,326.0,2020.0
Tainara,br BRA,DF,Bayern Munich,23-231,1999.0,9,8,710,1,0,1,0,0,2,0,0.2,0.2,0.2,876638de,51ec22be,2.0,2.0,0.5,0.5,13.3,0.0,0.12,0.8,0.8,0,676.0,12783.0,5192.0,0.2,-0.2,3.0,67.0,4.0,1.0,42.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,4.0,0.0,5.0,6.0,1.0,9.0,5.0,4.0,10.0,18.0,15.0,0.0,727.0,42.0,314.0,395.0,19.0,2.0,727.0,2.0,2.0,3.0,4.0,576.0,0.0,83.0,83.0,2,0,,0.0,2.22,20.0,12.0,8.0,2.31,15.0,5.3,9.7,2.99,0,9.0,0.0,0.0,1.0,3.0,0.0,0.0,0,52.0,5.0,4.0,621.0,2019.0
Agata Tarczyńska,pl POL,"FW,MF",Werder Bremen,34-164,1988.0,5,2,235,0,0,0,0,0,0,0,0.3,0.3,0.4,880e474e,7adbf480,5.0,1.0,0.0,0.0,18.0,0.0,0.07,-0.3,-0.3,0,68.0,599.0,105.0,0.5,-0.4,5.0,1.0,2.0,1.0,3.0,8.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,0.0,4.0,36.0,49.0,13.0,89.0,0.0,2.0,9.0,2.0,63.0,14.0,,,0,0,,1.0,,,,,,,,,,0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0,10.0,1.0,1.0,42.0,2020.0
Ella Touon,ch SUI,DF,Essen,19-123,2003.0,7,6,509,0,0,0,0,0,3,0,0.1,0.1,0.4,dc0ea11a,becc1dd0,2.0,0.0,0.0,,16.7,1.0,0.06,-0.1,-0.1,0,217.0,2165.0,1439.0,0.2,-0.4,5.0,11.0,2.0,1.0,14.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,8.0,7.0,2.0,6.0,8.0,2.0,10.0,0.0,10.0,14.0,31.0,13.0,0.0,282.0,13.0,96.0,131.0,62.0,1.0,282.0,1.0,2.0,7.0,6.0,86.0,3.0,9.0,,0,4,9.0,4.0,2.25,0.0,0.0,0.0,0.12,0.0,0.6,-0.6,-1.0,0,5.0,1.0,0.0,11.0,11.0,0.0,0.0,0,37.0,3.0,3.0,129.0,2021.0
Lena Triendl,at AUT,"FW,MF",Werder Bremen,22-273,2000.0,5,0,122,0,0,0,0,0,0,0,0.0,0.0,0.0,2488138c,7adbf480,0.0,0.0,,,,0.0,,0.0,0.0,0,26.0,193.0,71.0,0.3,0.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,42.0,0.0,3.0,15.0,25.0,2.0,42.0,0.0,2.0,6.0,3.0,23.0,8.0,,,0,0,,6.0,,,,,,,,,,0,3.0,0.0,1.0,5.0,2.0,0.0,0.0,0,5.0,0.0,1.0,14.0,2018.0
Martina Tufeković,hr CRO,GK,Hoffenheim,28-145,1994.0,7,7,630,0,0,0,0,0,1,0,0.0,0.0,0.0,b78aef8b,87705c62,0.0,0.0,,,,0.0,,0.0,0.0,0,377.0,6667.0,5167.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,402.0,354.0,401.0,1.0,0.0,0.0,402.0,1.0,1.0,0.0,0.0,206.0,0.0,86.0,86.0,8,0,,0.0,1.0,10.0,15.0,-5.0,4.42,11.2,12.2,-1.0,1.42,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,25.0,1.0,0.0,293.0,2021.0
Lilla Turányi,hu HUN,DF,Leverkusen,23-353,1998.0,8,8,720,0,0,0,0,0,2,0,0.5,0.5,0.0,747aebe4,c6d4860a,2.0,0.0,0.0,,5.9,0.0,0.23,-0.5,-0.5,0,559.0,9470.0,4105.0,0.1,0.0,0.0,33.0,1.0,0.0,24.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,10.0,3.0,0.0,8.0,14.0,6.0,7.0,2.0,5.0,11.0,24.0,35.0,0.0,635.0,68.0,403.0,228.0,9.0,3.0,635.0,0.0,0.0,2.0,2.0,414.0,0.0,75.0,90.0,6,2,29.0,1.0,0.88,5.0,22.0,-17.0,-2.14,8.0,12.6,-4.6,-0.7,0,4.0,5.0,0.0,1.0,11.0,0.0,0.0,0,72.0,12.0,12.0,447.0,2018.0
Lena Uebach,de GER,"MF,FW",Köln,22-130,2000.0,8,0,77,0,0,0,0,0,1,0,0.1,0.1,0.0,40599da6,88ddc98e,2.0,2.0,0.0,0.0,16.9,0.0,0.06,-0.1,-0.1,0,23.0,167.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,4.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,41.0,1.0,6.0,26.0,10.0,1.0,41.0,1.0,2.0,6.0,8.0,21.0,5.0,27.0,73.0,0,5,17.0,1.0,0.17,0.0,7.0,-7.0,-2.14,1.0,5.7,-4.8,-1.28,0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0,7.0,0.0,0.0,13.0,2017.0
Melissa Ugochukwu,de GER,"FW,MF",MSV Duisburg,19-293,2003.0,5,0,119,0,0,0,0,0,0,0,0.1,0.1,0.0,8a6e2a19,0580d9a9,1.0,0.0,0.0,,10.4,0.0,0.15,-0.1,-0.1,0,23.0,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,1.0,0.0,40.0,1.0,4.0,23.0,13.0,2.0,40.0,0.0,0.0,6.0,2.0,24.0,2.0,68.0,82.0,2,2,19.0,0.0,2.44,19.0,2.0,17.0,0.68,14.2,3.7,10.6,0.16,0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0,4.0,5.0,6.0,11.0,2022.0
Michelle Ulbrich,de GER,DF,Werder Bremen,26-035,1996.0,9,9,791,0,0,0,0,1,3,0,1.2,0.4,0.1,e8840be1,7adbf480,9.0,2.0,0.0,0.0,21.0,2.0,0.05,-1.2,-0.4,0,368.0,5360.0,2485.0,0.3,-0.1,4.0,30.0,2.0,0.0,28.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,14.0,2.0,1.0,13.0,19.0,6.0,15.0,8.0,7.0,18.0,35.0,29.0,0.0,462.0,42.0,240.0,191.0,37.0,20.0,461.0,0.0,1.0,6.0,0.0,212.0,2.0,,,0,0,,2.0,,,,,,,,,,0,8.0,4.0,0.0,2.0,12.0,0.0,1.0,0,71.0,13.0,12.0,253.0,2018.0
Selina Vobian,de GER,FW,Freiburg,20-072,2002.0,2,0,17,0,0,0,0,0,0,0,0.0,0.0,0.0,71f80447,b4de690d,0.0,0.0,,,,0.0,,0.0,0.0,0,6.0,53.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,79.0,79.0,4,0,,0.0,3.0,26.0,5.0,21.0,-0.02,15.7,5.0,10.7,-1.88,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,4.0,2021.0
Laura Vogt,de GER,"FW,MF",Köln,21-209,2001.0,2,0,30,0,0,0,0,0,0,0,0.0,0.0,0.0,99c4eb1a,88ddc98e,0.0,0.0,,,,0.0,,0.0,0.0,0,7.0,63.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,3.0,4.0,3.0,1.0,10.0,0.0,0.0,2.0,0.0,6.0,0.0,77.0,77.0,3,0,,1.0,2.13,15.0,11.0,4.0,-0.83,12.3,4.9,7.4,0.6,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,4.0,2018.0
Jana Vojteková,sk SVK,DF,Freiburg,31-118,1991.0,6,2,185,1,2,1,0,0,1,0,0.1,0.1,1.8,28b832f1,b4de690d,4.0,2.0,0.25,0.5,31.0,1.0,0.02,0.9,0.9,0,138.0,1863.0,971.0,1.1,0.2,6.0,7.0,4.0,2.0,10.0,18.0,9.0,6.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,0.0,4.0,10.0,6.0,4.0,0.0,4.0,2.0,7.0,1.0,0.0,158.0,2.0,28.0,72.0,60.0,4.0,158.0,1.0,2.0,2.0,2.0,86.0,8.0,53.0,75.0,1,4,36.0,0.0,0.57,3.0,13.0,-10.0,-0.81,5.2,7.1,-1.9,0.08,0,2.0,1.0,1.0,16.0,2.0,0.0,0.0,0,13.0,1.0,2.0,103.0,2019.0
Ricarda Walkling,de GER,MF,Werder Bremen,25-264,1997.0,7,3,262,0,0,0,0,0,0,0,0.1,0.1,0.3,e786e6f7,7adbf480,4.0,1.0,0.0,0.0,21.6,0.0,0.03,-0.1,-0.1,0,122.0,1310.0,435.0,0.2,-0.3,2.0,13.0,5.0,0.0,14.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,138.0,2.0,24.0,86.0,29.0,1.0,138.0,2.0,2.0,3.0,3.0,78.0,6.0,,,0,0,,1.0,,,,,,,,,,0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0,37.0,2.0,3.0,83.0,2020.0
Carlotta Wamser,de GER,"FW,MF",E. Frankfurt,19-037,2003.0,6,0,108,0,0,0,0,0,0,0,0.3,0.3,0.0,e2b70fe7,97b7c0e8,5.0,1.0,0.0,0.0,19.8,0.0,0.06,-0.3,-0.3,0,46.0,709.0,81.0,0.1,0.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,69.0,0.0,4.0,21.0,44.0,5.0,69.0,1.0,6.0,8.0,4.0,50.0,9.0,17.0,,0,2,17.0,7.0,0.0,0.0,2.0,-2.0,-5.41,0.3,1.3,-1.0,-2.0,0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0,4.0,0.0,1.0,40.0,2019.0
Tabea Waßmuth,de GER,FW,Wolfsburg,26-105,1996.0,5,4,285,1,2,1,0,0,0,0,1.2,1.2,1.1,277cdd4e,a1393014,8.0,2.0,0.13,0.5,12.0,0.0,0.14,-0.2,-0.2,0,89.0,956.0,312.0,1.0,0.9,8.0,4.0,7.0,4.0,8.0,12.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,124.0,1.0,9.0,46.0,71.0,20.0,124.0,0.0,2.0,7.0,3.0,82.0,29.0,75.0,79.0,4,1,45.0,1.0,3.0,28.0,1.0,27.0,4.06,17.6,4.1,13.4,0.27,0,4.0,0.0,3.0,15.0,4.0,0.0,0.0,0,18.0,2.0,4.0,51.0,2021.0
Joelle Wedemeyer,de GER,DF,Wolfsburg,26-118,1996.0,6,1,169,0,0,0,0,0,0,0,0.0,0.0,0.3,2e03aaa7,a1393014,0.0,0.0,,,,0.0,,0.0,0.0,0,108.0,1556.0,672.0,0.3,-0.3,2.0,7.0,2.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,10.0,13.0,2.0,0.0,131.0,8.0,48.0,60.0,23.0,1.0,131.0,0.0,0.0,3.0,2.0,58.0,5.0,82.0,88.0,6,1,41.0,1.0,0.0,4.0,22.0,-18.0,-1.29,4.8,19.0,-14.2,-1.59,0,2.0,1.0,0.0,4.0,2.0,0.0,0.0,0,11.0,1.0,0.0,84.0,2018.0
Sophie Weidauer,de GER,"DF,MF",Turbine Potsdam,20-301,2002.0,8,8,716,0,0,0,0,0,1,0,0.3,0.3,0.2,68f5b63a,de550500,5.0,3.0,0.0,0.0,18.1,0.0,0.06,-0.3,-0.3,0,289.0,3737.0,1174.0,0.2,-0.2,6.0,21.0,5.0,1.0,16.0,13.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,3.0,1.0,3.0,9.0,6.0,15.0,4.0,11.0,11.0,20.0,14.0,0.0,367.0,31.0,122.0,179.0,70.0,7.0,367.0,3.0,5.0,17.0,7.0,197.0,14.0,,,0,0,,3.0,,,,,,,,,,0,7.0,15.0,1.0,5.0,4.0,0.0,0.0,0,41.0,7.0,7.0,193.0,2021.0
Michelle Weiß,de GER,DF,Werder Bremen,21-195,2001.0,2,0,48,0,0,0,0,0,1,0,0.0,0.0,0.0,f370e5df,7adbf480,0.0,0.0,,,,0.0,,0.0,0.0,0,16.0,68.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,21.0,1.0,8.0,10.0,4.0,1.0,21.0,1.0,1.0,0.0,0.0,7.0,2.0,35.0,90.0,1,2,8.0,4.0,3.0,4.0,2.0,2.0,1.06,3.5,0.6,2.9,1.78,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,4.0,0.0,0.0,3.0,2021.0
Lisa-Marie Weiss,de GER,DF,SV Meppen,25-033,1997.0,9,9,810,1,0,0,1,2,1,0,1.7,0.1,0.1,b0d8540e,4ed1418c,1.0,0.0,0.0,,30.7,0.0,0.12,-0.7,-0.1,0,502.0,7405.0,3052.0,0.3,-0.1,2.0,22.0,2.0,1.0,24.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,12.0,5.0,1.0,10.0,14.0,4.0,7.0,2.0,5.0,25.0,43.0,25.0,0.0,576.0,107.0,368.0,187.0,24.0,5.0,574.0,5.0,5.0,2.0,1.0,318.0,4.0,75.0,81.0,4,1,45.0,1.0,0.0,4.0,12.0,-8.0,-0.85,4.7,7.9,-3.2,-0.17,0,2.0,5.0,1.0,5.0,6.0,0.0,0.0,0,56.0,10.0,8.0,358.0,2018.0
Anna Wellmann,de GER,GK,Turbine Potsdam,27-203,1995.0,2,2,180,0,0,0,0,0,0,0,0.0,0.0,0.0,15492043,de550500,0.0,0.0,,,,0.0,,0.0,0.0,0,101.0,1935.0,1402.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106.0,85.0,105.0,1.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,46.0,0.0,,,0,0,,2.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,64.0,2020.0
